date,country,users,purpose,detailed_purpose,period,mass,launch,lifetime,site,contractor,min_lifetime,max_lifetime,date
2016-06-19,Indonesia,Commercial,Communications,,1436.2,"3,540",6/19/16,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-06-19
2014-06-19,Canada,Civil,Space Science,,98.27,10,6/19/14,,Dombarovsky Air Base,"University of Toronto, Institute for Aerospace Studies",,,2014-06-19
2013-11-21,Multinational,Government,Space Science,,99.6,10,11/21/13,2 yrs.,Dombarovsky Air Base,"Space Research Center, Polish Academy of Sciences",2.0,2.0,2013-11-21
2014-08-19,Multinational,Government,Space Science,,97.1,10,8/19/14,2 yrs.,Taiyuan Launch Center,"Space Research Center, Polish Academy of Sciences",2.0,2.0,2014-08-19
2007-08-14,Japan,Commercial,Communications,,1436.1,"1,980",8/14/07,13 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,13.0,13.0,2007-08-14
2010-10-28,Japan,Commercial,Communications,,1365.61,"2,060",10/28/10,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2010-10-28
2011-08-06,Japan,Commercial,Communications,,1436.04,"2,910",8/6/11,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2011-08-06
2014-06-19,Argentina,Commercial,Technology Development,,96.55,25,6/19/14,,Dombarovsky Air Base,Satellogic S.A.,,,2014-06-19
2006-04-28,France/USA,Government,Earth Science,,98.8,587,4/28/06,3 yrs.,Vandenberg AFB,Alcatel Alenia Space,3.0,3.0,2006-04-28
2012-07-22,Russia,Government,Earth Observation,Optical Imaging,94.7,400,7/22/12,5 yrs.,Baikonur Cosmodrome,All-Russia Research Institute of Electromechanics (NPP VNIIEM),5.0,5.0,2012-07-22
2008-04-28,Canada,Civil,Technology Development,,97.1,7,4/28/08,,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies,,,2008-04-28
2014-06-30,Canada,Civil,Technology Development,,98.26,15,6/30/14,,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies,,,2014-06-30
2014-06-30,Canada,Civil,Technology Development,,97.72,15,6/30/14,,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies,,,2014-06-30
2016-09-26,Canada,Civil,Technology Development,,98.3,15,9/26/16,,Satish Dhawan Space Center ,University of Toronto Institute for Aerospace Studies,,,2016-09-26
2005-05-05,India,Government,Earth Observation,Optical Imaging,97.1,"1,560",5/5/05,6 yrs.,Satish Dhawan Space Centre,Indian Space Research Organization (ISRO),6.0,6.0,2005-05-05
2007-01-10,India,Government,Earth Observation,Optical Imaging,97.4,680,1/10/07,5 yrs.,Satish Dhawan Space Centre,Indian Space Research Organization (ISRO),5.0,5.0,2007-01-10
2008-04-28,India,Military,Earth Observation,Optical Imaging,97.4,680,4/28/08,5 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2008-04-28
2010-07-12,India,Government,Earth Observation,Optical Imaging,97.4,694,7/12/10,5 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2010-07-12
2016-06-22,India,Government,Earth Observation,Optical Imaging,94.8,727,6/22/16,5 yrs.,Satish Dhawan Space Center ,Indian Space Research Organization (ISRO),5.0,5.0,2016-06-22
2013-09-29,Canada,Government,Earth Science,,103.11,490,9/29/13,2 yrs.,Vandenberg AFB,Canadian Space Agency,2.0,2.0,2013-09-29
2014-12-07,China/Brazil,Government,Earth Observation,Optical Imaging,99.67,"1,980",12/7/14,3 yrs.,Taiyuan Launch Center,China Academy of Space Technology (CAST),3.0,3.0,2014-12-07
2015-07-10,United Kingdom,Commercial,Technology Development,,97.66,91,7/10/15,,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,,,2015-07-10
2016-11-11,USA,Military,Technology Development,,96.29,3,11/11/16,,Vandenberg AFB,M42 Technologies,,,2016-11-11
2007-03-09,USA,Government,Technology Development,,95.5,159,3/9/07,,Cape Canaveral,Surrey Satellite Technologies Ltd.,,,2007-03-09
1999-07-23,USA,Government,Space Science,,3808.92,"4,742",7/23/99,5 yrs.,Cape Canaveral,TRW Space and Electronics,5.0,5.0,1999-07-23
2016-12-21,China,Government,Earth Observation,Multispectral Imaging,98.87,50,12/21/16,,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,,,2016-12-21
2013-05-01,China,Commercial,Communications,,1436.14,"5,100",5/1/13,15 yrs.,Xichang Satellite Launch Center,China Aerospace Science and Technology Corp. (CASC),15.0,15.0,2013-05-01
2015-12-09,China,Commercial,Communications,,1436.12,"5,200",12/9/15,15 yrs.,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2015-12-09
2015-11-03,China,Commercial/Government,Communications,,1436.1,"5,200",11/3/15,15 yrs.,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2015-11-03
2007-07-06,China,Commercial/Government,Communications,,1436.1,"4,600",7/6/07,15 yrs.,Xichang Satellite Launch Center,Thales Alenia Space,15.0,15.0,2007-07-06
2003-10-21,China,Government,Communications,,99.6,100,10/21/03,,Taiyuan Launch Center,China Academy of Sciences,,,2003-10-21
2008-11-05,China,Government,Earth Observation,Optical Imaging/Meterology,98.5,101,11/5/08,,Jiuquan Satellite Launch Center,China Academy of Sciences,,,2008-11-05
2011-11-20,China,Government,Earth Observation,Optical Imaging/Meterology,100.7,100,11/20/11,,Jiuquan Satellite Launch Center,China Academy of Sciences,,,2011-11-20
2014-09-04,China,Government,Earth Observation,Optical Imaging/Meterology,100.74,100,9/4/14,,Jiuquan Satellite Launch Center,China Academy of Sciences,,,2014-09-04
2013-07-19,China,Government,Technology Development,,96.43,200,7/19/13,,Taiyuan Launch Center,China Academy of Sciences,,,2013-07-19
2014-11-06,Japan,Civil,Technology Development,,95.07,50,11/6/14,,Dombarovsky Air Base,Nagoya University and Daido University,,,2014-11-06
2016-02-17,Japan,Civil,Technology Development,,96.05,50,2/17/16,,Tanegashima Space Center,Nagoya University and Daido University,,,2016-02-17
2016-02-17,Japan,Civil,Technology Development,,96,50,2/17/16,,Tanegashima Space Center,Nagoya University and Daido University,,,2016-02-17
2008-12-10,Canada,Commercial,Communications,,1436.05,"5,585",12/10/08,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2008-12-10
2012-09-13,USA,Civil,Space Science,,97.4,3,9/13/12,,Vandenberg AFB,"Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU), Imperial College London",,,2012-09-13
2014-09-16,USA,Military,Communications,,1436.5,,9/16/14,,Cape Canaveral,Lockheed Martin,,,2014-09-16
2006-04-28,USA,Government/Civil,Earth Observation,Radar Imaging,98.8,848,4/28/06,2 yrs.,Vandenberg AFB,NASA Jet Propulsion Laboratory,2.0,2.0,2006-04-28
2010-06-26,South Korea,Government,Earth Observation/Communications,Optical Imaging/Meteorology,1436.1,"2,460",6/26/10,,Guiana Space Center,EADS Astrium/Electronics and Telecommunications Research Institute (ETRI),,,2010-06-26
2009-10-01,Germany,Military,Communications,,1436.1,"2,440",10/1/09,15 yrs.,Guiana Space Center,Thales Alenia Space,15.0,15.0,2009-10-01
2010-05-21,Germany,Military,Communications,,1436.11,"2,440",5/21/10,15 yrs.,Guiana Space Center,Thales Alenia Space,15.0,15.0,2010-05-21
2014-12-19,South Africa,Military,Earth Observation,Radar Imaging,94.62,,12/19/14,,Baikonur Cosmodrome,NPO Mashinostroyeniya,,,2014-12-19
2003-01-06,USA,Military,Earth/Space Science,,101.5,817,1/6/03,3 yrs.,Vandenberg AFB,"Spectrum Astro, Inc.",3.0,3.0,2003-01-06
2006-04-15,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70,4/15/06,2 yrs.,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
2006-04-15,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70,4/15/06,2 yrs.,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
2006-04-15,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,98.9,70,4/15/06,2 yrs.,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
2006-04-15,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70,4/15/06,2 yrs.,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
2006-04-15,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70,4/15/06,2 yrs.,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
2015-03-31,Russia,Military,Technology Development,,112.41,,3/31/15,,Plesetsk Cosmodrome,Reshetnev,,,2015-03-31
2007-06-08,Italy,Military/Civil,Earth Observation,Radar Imaging,97.2,"1,700",6/8/07,5 yrs.,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2007-06-08
2007-12-09,Italy,Military/Government,Earth Observation,Radar Imaging,97.2,"1,700",12/9/07,5 yrs.,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2007-12-09
2008-10-25,Italy,Military/Government,Earth Observation,Radar Imaging,97.2,"1,700",10/25/08,5 yrs.,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2008-10-25
2010-11-06,Italy,Military/Government,Earth Observation,Radar Imaging,97.2,"1,700",11/6/10,5 yrs.,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2010-11-06
2015-01-31,USA,Civil,Earth Observation,Earth Science,95.6,4,1/31/15,,Vandenberg AFB,California Polytechnic University/NASA JPL,,,2015-01-31
2010-04-08,ESA,Government,Earth Observation,Radar Imaging,99.2,720,4/8/10,3 yrs.,Baikonur Cosmodrome,EADS Astrium,3.0,3.0,2010-04-08
2013-04-26,Argentina,Civil,Technology Development,,97.55,2,4/26/13,,Jiuquan Satellite Launch Center,"Argentinian Ministry of Science, Technology and Productive Innovation",,,2013-04-26
2013-11-21,Argentina,Civil,Technology Development,,97.8,2,11/21/13,,Dombarovsky Air Base,"Argentinian Ministry of Science, Technology and Productive Innovation",,,2013-11-21
2003-06-30,Japan,Civil,Technology Development,,101.3,,6/30/03,,Plesetsk Cosmodrome,"Department of Astronautics, University of Tokyo",,,2003-06-30
2013-09-29,USA,Civil,Technology Development,,102.89,,9/29/13,.5 yrs.,Vandenberg AFB,"Space Systems Design Studio, Cornell University",0.5,0.5,2013-09-29
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.16,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.13,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.1,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.13,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.15,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.12,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.12,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2016-12-15,USA,Government,Earth Observation,Radar Imaging/Earth Science,95.15,29,12/15/16,,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
2014-05-24,Japan,Government,Earth Observation,Radar Imaging,97.36,"2,120",5/24/14,7 yrs.,Tanegashima Space Center,Mitsubishi Electric,7.0,7.0,2014-05-24
2015-12-17,China,Government,Space Science,,94.54,"1,850",12/17/15,3 yrs.,Jiuquan Satellite Launch Center,Chinese Academy of Science,3.0,3.0,2015-12-17
2015-09-19,China,Civil,Technology Development,,95.13,3,9/19/15,,Taiyuan Launch Center, Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT,,,2015-09-19
2009-07-29,Spain,Government,Earth Observation,Optical Imaging,98,90,7/29/09,5 yrs.,Baikonur Cosmodrome,Surrey Satellite Technologies Ltd.,5.0,5.0,2009-07-29
2014-06-19,Spain,Government,Earth Observation,Optical Imaging,96.85,310,6/19/14,10 yrs.,Dombarovsky Air Base,Satrec Initiative,10.0,10.0,2014-06-19
2008-04-28,Netherlands,Civil,Technology Development,,96.8,7,4/28/08,,Satish Dhawan Space Center,Technical University of Delft,,,2008-04-28
2007-07-07,USA,Commercial,Communications,,1436.1,"5,900",7/7/07,15 yrs.,Baikonur Cosmodrome,Boeing Space and Intelligence Systems,15.0,15.0,2007-07-07
2008-03-19,USA,Commercial,Communications,,1436.1,"5,900",3/19/08,,Sea Launch (Odyssey),Boeing Satellite Development Center,,,2008-03-19
2009-12-29,USA,Commercial,Communications,,1436.04,"5,900",12/29/09,15 yrs.,Baikonur Cosmodrome,Boeing Space Systems,15.0,15.0,2009-12-29
2014-12-06,USA,Commercial,Communications,,1443.51,"5,900",12/6/14,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2014-12-06
2015-05-27,USA,Commercial,Communications,,1434.07,"5,500",5/27/15,15 yrs.,Guiana Space Center,Airbus Defense and Space,15.0,15.0,2015-05-27
1999-10-10,Russia,Commercial,Communications,,1436.1,"3,420",10/10/99,15 yrs.,Sea Launch (Odyssey),Hughes Electronics Corp.,15.0,15.0,1999-10-10
2001-11-27,USA,Commercial,Communications,,1436.09,"4,300",11/27/01,15 yrs.,Guiana Space Center,Hughes Electronics Corp.,15.0,15.0,2001-11-27
2002-05-07,USA,Commercial,Communications,,1436.08,"4,300",5/7/02,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2002-05-07
2004-05-04,USA,Commercial,Communications,,1436.1,"5,483",5/4/04,15 yrs.,Sea Launch,Space Systems/Loral,15.0,15.0,2004-05-04
2005-05-22,USA,Commercial,Communications,,1436.1,"3,800",5/22/05,12 yrs.,Baikonur Cosmodrome,Space Systems/Loral,12.0,12.0,2005-05-22
2006-10-13,USA,Commercial,Communications,,1436.1,"5,500",10/13/06,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2006-10-13
1999-05-26,Germany,Government,Earth Science,,99.2,45,5/26/99,1 yr.,Satish Dhawan Space Centre,"Institute of Aeronautics and Astronautics, Technical University of Berlin",1.0,1.0,1999-05-26
2015-07-10,United Kingdom,Commercial,Earth Observation,Optical Imaging,97.71,447,7/10/15,10 yrs.,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,10.0,10.0,2015-07-10
2015-07-10,United Kingdom,Commercial,Earth Observation,Optical Imaging,97.71,447,7/10/15,10 yrs.,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,10.0,10.0,2015-07-10
2015-07-10,United Kingdom,Commercial,Earth Observation,Optical Imaging,97.69,447,7/10/15,10 yrs.,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,10.0,10.0,2015-07-10
1997-04-04,USA,Military,Earth Observation,Earth Science/Meterology,101.9,"1,134",4/4/97,5 yrs.,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,1997-04-04
1999-12-12,USA,Military,Earth Observation,Earth Science/Meterology,101.8,"1,152",12/12/99,5 yrs.,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,1999-12-12
2003-10-18,USA,Military,Earth Observation,Earth Science/Meterology,101.87,"1,154",10/18/03,5 yrs.,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,2003-10-18
2006-11-04,USA,Military,Earth Observation,Earth Science/Meterology,101.89,"1,154",11/4/06,5 yrs.,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,2006-11-04
2009-10-18,USA,Military,Earth Observation,Earth Science/Meterology,101.94,"1,155",10/18/09,5 yrs.,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,2009-10-18
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.96,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.95,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.98,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.98,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,97.02,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.98,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,97.01,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.99,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.96,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,97.02,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2014-06-19,USA,Commercial,Earth Observation,Optical Imaging,96.99,4,6/19/14,,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-06-01,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/1/16,,International Space Station,Planet,,,2016-06-01
2016-06-01,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/1/16,,International Space Station,Planet,,,2016-06-01
2016-06-01,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/1/16,,International Space Station,Planet,,,2016-06-01
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-05-30,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/30/16,,International Space Station,Planet,,,2016-05-30
2016-05-30,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/30/16,,International Space Station,Planet,,,2016-05-30
2016-05-31,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/31/16,,International Space Station,Planet,,,2016-05-31
2016-06-30,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/31/2016,,International Space Station,Planet,,,2016-06-30
2016-06-01,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/1/16,,International Space Station,Planet,,,2016-06-01
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-06-03,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/3/16,,International Space Station,Planet,,,2016-06-03
2016-06-03,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/3/16,,International Space Station,Planet,,,2016-06-03
2016-06-03,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/3/16,,International Space Station,Planet,,,2016-06-03
2016-09-15,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/15/16,,International Space Station,Planet,,,2016-09-15
2016-09-15,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/15/16,,International Space Station,Planet,,,2016-09-15
2016-09-15,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/15/16,,International Space Station,Planet,,,2016-09-15
2016-09-15,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/15/16,,International Space Station,Planet,,,2016-09-15
2016-09-15,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/15/16,,International Space Station,Planet,,,2016-09-15
2016-09-16,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/16/16,,International Space Station,Planet,,,2016-09-16
2016-09-15,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/15/16,,International Space Station,Planet,,,2016-09-15
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-09-17,USA,Commercial,Earth Observation,Optical Imaging,92.6,4,9/17/16,,International Space Station,Planet,,,2016-09-17
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-05-17,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,5/17/16,,International Space Station,"Planet Labs, Inc.",,,2016-05-17
2016-06-01,USA,Commercial,Earth Observation,Optical Imaging,92.5,4,6/1/16,,International Space Station,Planet,,,2016-06-01
