date,country,users,purpose,detailed_purpose,period,mass,launch,lifetime,site,contractor,min_lifetime,max_lifetime,date
2002-02-11,USA,Government/Commercial,Communications,,99.8,689,2/11/02,8 yrs.,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
2002-02-11,USA,Government/Commercial,Communications,,100.4,689,2/11/02,8 yrs.,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
2002-02-11,USA,Government/Commercial,Communications,,100.4,689,2/11/02,8 yrs.,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
2002-02-11,USA,Government/Commercial,Communications,,99.8,689,2/11/02,8 yrs.,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
2002-06-20,USA,Government/Commercial,Communications,,100.4,689,6/20/02,8 yrs.,Plesetsk Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,2002-06-20
2002-06-20,USA,Government/Commercial,Communications,,99.8,689,6/20/02,8 yrs.,Plesetsk Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,2002-06-20
2013-06-28,USA,Government,Space Science,,97.5,236,6/28/13,2 yrs.,Vandenberg AFB,Lockheed Martin Space Systems Advanced Technology Center (ATC),2.0,2.0,2013-06-28
2013-07-01,India,Government,Navigation/Regional Positioning,,1436,"1,425",7/1/13,12 yrs.,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2013-07-01
2014-04-04,India,Government,Navigation/Regional Positioning,,1436.14,"1,432",4/4/14,12 yrs.,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2014-04-04
2014-10-15,India,Government,Navigation/Regional Positioning,,1435.8,"1,425",10/15/14,12 yrs.,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2014-10-15
2015-03-30,India,Government,Navigation/Regional Positioning,,1435.06,"1,425",3/30/15,12 yrs.,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2015-03-30
2016-01-20,India,Government,Navigation/Regional Positioning,,1436.01,"1,425",1/20/16,12 yrs.,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2016-01-20
2016-03-10,India,Government,Navigation/Regional Positioning,,1436.13,"1,425",3/10/16,12 yrs.,Satish Dhawan Space Center,IRSO Satellite Center,12.0,12.0,2016-03-10
2016-04-28,India,Government,Navigation/Regional Positioning,,1436.05,"1,425",4/28/16,12 yrs.,Satish Dhawan Space Center,IRSO Satellite Center,12.0,12.0,2016-04-28
2003-10-17,India,Government,Earth Observation,Optical Imaging,101.3,"1,360",10/17/03,5 yrs.,Satish Dhawan Space Center,ISRO Satellite Center,5.0,5.0,2003-10-17
2009-09-23,Turkey,Civil,Technology Development,,99.1,1,9/23/09,1 yr.,Satish Dhawan Space Center,ITU Space Systems Design & Test Laboratory,1.0,1.0,2009-09-23
2008-06-20,USA/France,Government,Earth Observation,Earth Science,112.4,553,6/20/08,5 yrs.,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2008-06-20
2016-01-17,USA/France,Government,Earth Observation,Earth Science,111.8,553,1/17/16,5 yrs.,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2016-01-17
2006-08-11,Japan,Commercial,Communications,,1436.1,"4,400",8/11/06,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2006-08-11
2000-10-07,Japan,Commercial,Communications,,1436.11,"3,531",10/7/00,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2000-10-07
2012-05-15,Japan,Commercial,Communications,,1436.03,"4,500",5/15/12,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2012-05-15
2016-05-06,Japan,Commercial,Communications,,1441.5,"4,500",5/6/16,15 yrs.,Cape Canaveral,Space Systems/Loral,15.0,15.0,2016-05-06
2016-12-21,Japan,Commercial,Communications,,1434.1,"3,400",12/21/16,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-12-21
2016-08-14,Japan,Commercial,Communications,,1436.01,"4,500",8/14/16,15 yrs.,Cape Canaveral,Space Systems/Loral,15.0,15.0,2016-08-14
1997-12-02,Japan,Commercial,Communications,,1436.09,"2,982",12/2/97,12 yrs.,Guiana Space Center,Boeing Satellite Systems,12.0,12.0,1997-12-02
2002-03-29,Japan,Commercial,Communications,,1436.1,"2,500",3/29/02,11 yrs.,Guiana Space Center,Boeing Satellite Systems,11.0,11.0,2002-03-29
1999-02-15,Japan,Commercial,Communications,,1435.52,"2,900",2/15/99,14.5 yrs.,Cape Canaveral,Boeing Satellite Systems,14.5,14.5,1999-02-15
2006-04-12,Japan,Commercial,Communications,,1436.1,"4,400",4/12/06,12 yrs.,Sea Launch (Odyssey),Lockheed Martin Commercial Space Systems,12.0,12.0,2006-04-12
2009-08-21,Japan,Commercial,Communications,,1436.12,"4,000",8/21/09,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2009-08-21
2015-10-07,China,Commercial,Earth Observation,Optical Imaging,97.73,400,10/7/15,,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
2011-10-12,India,Civil,Earth Observation,Optical Imaging,102,3,10/12/11,1 yr.,Satish Dhawan Space Center,Indian Institute of Technology Kanpur,1.0,1.0,2011-10-12
2015-09-19,China,Government,Technology Development,,95.18,130,9/19/15,,Taiyuan Launch Center,China Aerospace Science and Technology Corporation,,,2015-09-19
2002-09-12,India,Government,Earth Observation,Meteorology,1436.08,"1,060",9/12/02,5-7 yrs.,Satish Dhawan Space Center,ISRO Satellite Center,5.0,7.0,2002-09-12
2014-04-30,Kazakhstan,Government,Earth Observation,Optical Imaging,99.87,830,4/30/14,7.25 yrs.,Guiana Space Center,Airbus Defence and Space,7.25,7.25,2014-04-30
2014-06-19,Kazakhstan,Government,Earth Observation,Optical Imaging,97.19,185,6/19/14,7 yrs.,Dombarovsky Air Base,Surrey Satellite Technology Ltd. (SSTL),7.0,7.0,2014-06-19
2011-07-15,Kazakhstan,Commercial,Communications,,1436.13,"1,300",7/15/11,12 yrs.,Baikonur Cosmodrome,Khrunichev,12.0,12.0,2011-07-15
2014-04-28,Kazakhstan,Commercial,Communications,,1436.08,,4/28/14,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2014-04-28
2015-12-16,Singapore,Civil,Earth Observation,Optical Imaging,95.49,78,12/16/15,,Satish Dhawan Space Center,National University of Singapore,,,2015-12-16
2005-10-19,USA,Military,Earth Observation,Optical Imaging,97,"18,000",10/19/05,5+ yrs.,Vandenberg AFB,Lockheed Martin,5.0,5.0,2005-10-19
2011-01-20,USA,Military,Earth Observation,Optical Imaging,97,"18,000",1/20/11,5+ yrs.,Vandenberg AFB,Lockheed Martin,5.0,5.0,2011-01-20
2013-08-28,USA,Military,Earth Observation,Optical Imaging,97.25,"18,000",8/28/13,5+ yrs.,Vandenberg AFB,Lockheed Martin,5.0,5.0,2013-08-28
2006-12-18,Japan,Government,Technology Development,,1436.04,"5,800",12/18/06,,Tanegashima Space Center,Mitsubishi Electric,,,2006-12-18
2008-02-23,Japan,Government,Technology Development,,1436.1,"4,850",2/23/08,,Tanegashima Space Center,JAXA/National Institute of Information and Communications Technology (NICT),,,2008-02-23
2015-09-19,China,Civil,Technology Development,,95.23,1,9/19/15,,Taiyuan Launch Center,Tsinghua University,,,2015-09-19
2009-01-23,Japan,Civil,Technology Development,,97.92,3,1/23/09,1 yr.,Tanegashima Space Center,Tokyo Metropolitan College of Industrial Technology,1.0,1.0,2009-01-23
2006-07-28,South Korea,Government/Commercial,Earth Observation/Technology Development,Optical Imaging,98.5,800,7/28/06, 3 yrs.,Plesetsk Cosmodrome,Korea Aerospace Research Institute (KARI)/ EADS Astrium,3.0,3.0,2006-07-28
2012-05-17,South Korea,Government/Commercial,Earth Observation,Optical Imaging,98.5,980,5/17/12,4 yrs.,Tanegashima Space Center,Korea Aerospace Research Institute (KARI)/ EADS Astrium,4.0,4.0,2012-05-17
2015-03-25,South Korea,Government/Commercial,Earth Observation,Optical Imaging,95.25,980,3/25/15,4 yrs.,Dombarovsky Air Base,Korea Aerospace Research Institute (KARI),4.0,4.0,2015-03-25
2013-08-22,South Korea,Government/Commercial,Earth Observation,Radar Imaging,95.5,"1,400",8/22/13,5 yrs.,Dombarovsky Air Base,Korea Aerospace Research Institute (KARI),5.0,5.0,2013-08-22
2013-06-27,Russia,Military,Earth Observation,Radar Imaging,94.6,"1,150",6/27/13,,Baikonur Cosmodrome,NPO Mashinostroyeniya,,,2013-06-27
2006-08-22,South Korea,Military/Commercial,Communications,,1436.1,"4,450",8/22/06,,Sea Launch (Odyssey),Alcatel Alenia Space,,,2006-08-22
2010-12-29,South Korea,Commercial,Communications,,1436.12,"2,850",12/29/10,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2010-12-29
1997-10-24,USA,Military,Earth Observation,Radar Imaging,98.2,"14,500",10/24/97,5 yrs.,Vandenberg AFB,Lockheed Martin Astronautics,5.0,5.0,1997-10-24
2000-08-17,USA,Military,Earth Observation,Radar Imaging,97.21,"14,500",8/17/00,9 yrs.,Vandenberg AFB,Lockheed Martin Astronautics,9.0,9.0,2000-08-17
2005-04-30,USA,Military,Earth Observation,Radar Imaging,99.08,"14,500",4/30/05,9 yrs.,Cape Canaveral,Lockheed Martin Astronautics,9.0,9.0,2005-04-30
1999-04-15,USA,Government,Earth Observation,Earth Science,98.8,"2,744",4/15/99,15 yrs.,Vandenberg AFB,Lockheed Martin Missiles and Space,15.0,15.0,1999-04-15
2013-02-11,USA,Government,Earth Observation,Earth Science,98.8,"2,780",2/11/13,5 yrs.,Vandenberg AFB,Orbital Sciences Corp.,5.0,5.0,2013-02-11
2015-11-20,Laos,Government,Communications,,"1,436.10","3,800",11/20/15,15 yrs.,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2015-11-20
2015-09-24,Indonesia,Government,Earth Observation,Earth Science,97.53,68,9/24/15,,Satish Dhawan Space Center,Indonesian National Institute of Aeronautics and Space,,,2015-09-24
2016-06-22,Indonesia,Government,Earth Observation,Automatic Identification System (AIS),94.8,115,6/22/16,,Satish Dhawan Space Center,Indonesian National Institute of Aeronautics and Space,,,2016-06-22
2007-01-10,Indonesia,Government,Earth Observation/Technology Development,Optical Imaging,97.2,60,1/10/07,,Satish Dhawan Space Center,Technical University of Berlin,,,2007-01-10
2002-12-20,Argentina,Commercial,Communications,,97.5,,12/20/02,,Baikonur Cosmodrome,SpaceQuest,,,2002-12-20
2002-12-20,Argentina,Commercial,Communications,,97.9,,12/20/02,,Baikonur Cosmodrome,SpaceQuest,,,2002-12-20
2014-06-19,USA,Commercial,Technology Development,,97.82,4,6/19/14,,Dombarovsky Air Base,NanoSatisfi Inc.,,,2014-06-19
2015-09-28,USA,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.57,10,9/28/15,,Satish Dhawan Space Center,Spire Global,,,2015-09-28
2015-09-28,USA,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.57,10,9/28/15,,Satish Dhawan Space Center,Spire Global,,,2015-09-28
2015-09-28,USA,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.49,10,9/28/15,,Satish Dhawan Space Center,Spire Global,,,2015-09-28
2015-09-28,USA,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.56,10,9/28/15,,Satish Dhawan Space Center,Spire Global,,,2015-09-28
2015-09-19,China,Civil,Technology Development,,95.24,11,9/19/15,,Taiyuan Launch Center,Harbin Institute of Technology,,,2015-09-19
2014-09-04,China,Commercial,Technology Development,,100.73,100,9/4/14,,Jiuquan Satellite Launch Center,Xinwei Telecom Technology Co/Tsinghua University,,,2014-09-04
2015-10-07,China,Commercial,Earth Observation,Optical Imaging (video),97.75,95,10/7/15,,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
2015-10-07,China,Commercial,Earth Observation,Optical Imaging (video),97.74,95,10/7/15,,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
2015-10-08,USA,Government,Technology Demonstration,,97.65,3,10/8/15,,Cape Canaveral,NASA Jet Propulsion Laboratory,,,2015-10-08
2009-11-20,Russia,Military,Earth Observation,Electronic Intelligence,103.1,"5,000",11/20/09,,Plesetsk Cosmodrome,TsSKB-Progress Samara Space Center and KB Arsenal,,,2009-11-20
2014-12-23,Russia,Military,Earth Observation,Electronic Intelligence,103.11,"5,000",12/23/14,,Plesetsk Cosmodrome,TsSKB-Progress Samara Space Center and KB Arsenal,,,2014-12-23
2015-10-07,China,Commercial,Earth Observation,Technology Development,97.77,55,10/7/15,,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
2011-12-11,Russia,Government,Communications,,1436.8,950,12/11/11,,Baikonur Cosmodrome, ISS Reshetnev/Thales Alenia Space,,,2011-12-11
2012-11-02,Russia,Government,Communications,,1436.09,"1,282",11/2/12,,Baikonur Cosmodrome,OAO ISS,,,2012-11-02
2014-04-28,Russia,Government,Communications,,1435.99,"1,148",4/28/14,10 yrs.,Baikonur Cosmodrome,OAO Resetneva,10.0,10.0,2014-04-28
2014-09-27,Russia,Military,Communications,,1436.12,,9/27/14,15 yrs.,Baikonur Cosmodrome,ISS Reshetnev,15.0,15.0,2014-09-27
2016-06-22,Canada,Government,Earth Observation,Automatic Identification System (AIS),94.7,85,6/22/16,,Satish Dhawan Space Center,Com Dev International (Honeywell Canada),,,2016-06-22
2001-12-10,Morocco/Germany,Government,Technology Development,,105.1,47,12/10/01,2-3 yrs.,Baikonur Cosmodrome,CRTS Morocco/Institut fur Luft-und Raumfahrttechnik,2.0,3.0,2001-12-10
2011-10-28,USA,Civil,Technology Development,,97.45,2,10/28/11,,Vandenberg AFB,University of Michigan/Montana University/Montana Space Grant Consortium,,,2011-10-28
1996-11-14,Malaysia,Commercial,Communications,,1436.12,"1,450",11/14/96,11.5 yrs.,Guiana Space Center,Boeing Satellite Systems,11.5,11.5,1996-11-14
2006-12-11,Malaysia,Commercial,Communications,,1436.1,"4,900",12/11/06,15 yrs.,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2006-12-11
2009-06-21,Malaysia,Commercial,Communications,,1434.6,"2,417",6/21/09,15 yrs.,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2009-06-21
2014-09-11,Malaysia,Commercial,Communications,,1436.11,"5,800",9/11/14,15 yrs.,Guiana Space Center,Airbus Defence and Space,15.0,15.0,2014-09-11
2011-10-12,India/France,Government,Earth Observation,Earth Science,102.2,"1,000",10/12/11,5 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2011-10-12
1994-08-27,USA,Military,Earth Observation,Electronic Intelligence,1436.13,"8,000",8/27/94,,Cape Canaveral,Boeing Satellite Systems,,,1994-08-27
1996-04-24,USA,Military,Earth Observation,Electronic Intelligence,1436.12,"8,000",4/24/96,,Cape Canaveral,Boeing Satellite Systems,,,1996-04-24
2014-04-10,USA,Military,Earth Observation,Electronic Intelligence,1436,"3,900",4/10/14,,Cape Canaveral,Unknown,,,2014-04-10
2010-11-02,Russia,Military,Communications,,645.98,"2,500",11/2/10,,Plesetsk Cosmodrome,PO Polyot,,,2010-11-02
2011-05-04,Russia,Military,Communications,,717.88,"2,500",5/4/11,,Plesetsk Cosmodrome,PO Polyot,,,2011-05-04
2012-11-14,Russia,Military,Communications,,718.04,"2,500",11/14/12,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2012-11-14
2014-10-30,Russia,Military,Communications,,717.88,"2,500",10/30/14,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2014-10-30
2014-07-08,Russia,Government,Earth Observation,Meteorology,101.3,"2,778",7/8/14,5 yrs.,Baikonur Cosmodrome,VNIIEM,5.0,5.0,2014-07-08
2012-07-05,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436.15,"2,000",7/5/12,7 yrs.,Guiana Space Center,Thales Alenia Space,7.0,7.0,2012-07-05
2015-07-15,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436.1,"2,000",7/15/15,12 yrs.,Guiana Space Center,Thales Alen,12.0,12.0,2015-07-15
1997-09-02,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1435.96,696,9/2/97,5 yrs.,Guiana Space Center,Alcatel,5.0,5.0,1997-09-02
2002-08-21,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436.1,"2,000",8/21/02,12 yrs.,Guiana Space Center,Alcatel,12.0,12.0,2002-08-21
2005-12-21,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436,"2,000",12/21/05,12 yrs.,Guiana Space Center,Alcatel/Alenia Space,12.0,12.0,2005-12-21
2006-10-19,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,101.3,"4,193",10/19/06,5 yrs.,Baikonur Cosmodrome,EADS-Astrium,5.0,5.0,2006-10-19
2012-09-17,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,101.3,"4,085",9/17/12,5 yrs.,Baikonur Cosmodrome,EADS-Astrium,5.0,5.0,2012-09-17
2012-12-19,Mexico,Government/Military,Communications,,1436.16,"2,900",12/19/12,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2012-12-19
2015-10-02,Mexico,Government,Communications,,"1,436","5,325",10/2/15,15 yrs.,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2015-10-02
2016-04-25,ESA,Government,Space Science,,99,300,4/25/16,1 yr.,Guiana Space Center,CNES,1.0,1.0,2016-04-25
2016-04-27,Russia,Civil/Government,Space Science,,94,645,4/27/16,3 yrs.,Vostochny Cosmodrome,Roscosmos,3.0,3.0,2016-04-27
1994-02-07,USA,Military,Communications,,1436.13,"4,536",2/7/94,10 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,1994-02-07
1995-11-06,USA,Military,Communications,,1436.13,"4,536",11/6/95,10 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,1995-11-06
2001-02-27,USA,Military,Communications,,1435.04,"4,536",2/27/01,12 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,12.0,12.0,2001-02-27
2002-01-16,USA,Military,Communications,,1436.12,"4,536",1/16/02,12 hrs.,Cape Canaveral,Lockheed Martin Missiles and Space,12.0,12.0,2002-01-16
2003-04-08,USA,Military,Communications,,1436.13,"4,536",4/8/03,12 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,12.0,12.0,2003-04-08
2012-07-22,Russia,Government,Earth Observation,Earth Science,101.2,110,7/22/12,3 yrs.,Baikonur Cosmodrome,Lavochkin NPO,3.0,3.0,2012-07-22
2015-03-13,USA,Government,Space Science,,"1,433","1,360",3/13/15,3 yrs.,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
2015-03-13,USA,Government,Space Science,,"1,433","1,360",3/13/15,3 yrs.,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
2015-03-13,USA,Government,Space Science,,"1,433","1,360",3/13/15,3 yrs.,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
2015-03-13,USA,Government,Space Science,,"1,433","1,360",3/13/15,3 yrs.,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
2003-06-30,Canada,Government,Space Science,,101.4,53,6/30/03,1 yr.,Plesetsk Cosmodrome,Dynacon Inc./University of Toronto Institute for Aerospace Studies/University of British Columbia,1.0,1.0,2003-06-30
2003-09-27,Russia,Civil,Technology Development,,98.3,64,9/27/03,,Plesetsk Cosmodrome,Mozhaiskiy Space Engineering Academy,,,2003-09-27
1996-04-20,USA/Canada,Commercial,Communications,,1436.09,"2,850",4/20/96,12 yrs.,Guiana Space Center,Spar Aerospace,12.0,12.0,1996-04-20
1995-04-07,USA/Canada,Commercial,Communications,,1436.09,"2,850",4/7/95,10 yrs.,Cape Canaveral,Hughes Communications Inc.,10.0,10.0,1995-04-07
2000-03-12,USA,Government/Military,Technology Development,,94.9,587,3/12/00,3 yrs.,Vandenberg AFB,Ball Aerospace/TRW/Raytheon,3.0,3.0,2000-03-12
2006-02-18,Japan,Government,Earth Observation,Meteorology,1436.1,"2,900",2/18/06,5 yrs.,Tanegashima Space Center,Mitsubishi Electric/Boeing/Alcatel,5.0,5.0,2006-02-18
2012-02-24,USA,Military,Communications,,1436.1,"6,804",2/24/12,10-12 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,12.0,2012-02-24
2013-07-19,USA,Military,Communications,,1436.1,"6,804",7/19/13,10-12 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,12.0,2013-07-19
2015-01-21,USA,Military,Communications,,1436.1,"6,804",1/21/15,,Cape Canaveral,Lockheed Martin Missiles and Space,,,2015-01-21
2015-09-02,USA,Military,Communications,,1436.1,"6,804",9/2/15,,Cape Canaveral,Lockheed Martin Missiles and Space,,,2015-09-02
2016-06-24,USA,Military,Communications,,1436.1,"6,804",6/24/16,,Cape Canaveral,Lockheed Martin Missiles and Space,,,2016-06-24
2004-12-18,Spain,Government,Communications,,97.9,20,12/18/04,,Guiana Space Center,Instituto Nacional de Tecnia Aeroespacial (INTA),,,2004-12-18
2009-07-29,Spain,Government,Communications/Technology Development,,97.3,20,7/29/09,,Baikonur Cosmodrome,Instituto Nacional de Tecnia Aeroespacial (INTA),,,2009-07-29
2010-05-28,USA,Military/Commercial,Navigation/Global Positioning,,718.94,"1,630",5/28/10,12 yrs.,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2010-05-28
2015-07-15,USA,Military/Commercial,Navigation/Global Positioning,,728.96,"1,630",7/15/15,12 yrs.,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2015-07-15
2015-10-31,USA,Military/Commercial,Navigation/Global Positioning,,97.7,"1,630",10/31/15,12 yrs.,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2015-10-31
2016-02-05,USA,Military/Commercial,Navigation/Global Positioning,,717.9,"1,630",2/5/16,12 yrs.,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2016-02-05
2011-07-16,USA,Military/Commercial,Navigation/Global Positioning,,729.18,"1,630",7/16/11,12 yrs.,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2011-07-16
2012-10-04,USA,Military/Commercial,Navigation/Global Positioning,,718,"1,630",10/4/12,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2012-10-04
2013-05-15,USA,Military/Commercial,Navigation/Global Positioning,,719.32,"1,630",5/15/13,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2013-05-15
2014-02-21,USA,Military/Commercial,Navigation/Global Positioning,,729.39,"1,630",2/21/14,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-02-21
2014-05-17,USA,Military/Commercial,Navigation/Global Positioning,,717.92,"1,630",5/17/14,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-05-17
2014-08-02,USA,Military/Commercial,Navigation/Global Positioning,,729,"1,630",8/2/14,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-08-02
2014-10-29,USA,Military/Commercial,Navigation/Global Positioning,,718.02,"1,630",10/29/14,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-10-29
2015-03-25,USA,Military/Commercial,Navigation/Global Positioning,,729.14,"1,630",3/25/15,12 yrs.,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2015-03-25
2003-12-21,USA,Military/Commercial,Navigation/Global Positioning,,716.47,"2,217",12/21/03,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2003-12-21
2004-03-20,USA,Military/Commercial,Navigation/Global Positioning,,717.98,"2,217",3/20/04,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2004-03-20
2004-06-23,USA,Military/Commercial,Navigation/Global Positioning,,717.96,"2,217",6/23/04,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2004-06-23
2004-11-06,USA,Military/Commercial,Navigation/Global Positioning,,718,"2,217",11/6/04,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2004-11-06
1997-07-23,USA,Military/Commercial,Navigation/Global Positioning,,718.09,"2,217",7/23/97,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,1997-07-23
1999-10-07,USA,Military/Commercial,Navigation/Global Positioning,,717.97,"2,217",10/7/99,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,1999-10-07
2000-05-11,USA,Military/Commercial,Navigation/Global Positioning,,718.03,"2,217",5/11/00,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2000-05-11
2000-07-16,USA,Military/Commercial,Navigation/Global Positioning,,722.98,"2,217",7/16/00,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2000-07-16
2000-11-10,USA,Military/Commercial,Navigation/Global Positioning,,724.28,"2,217",11/10/00,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2000-11-10
2001-01-30,USA,Military/Commercial,Navigation/Global Positioning,,718.09,"2,217",1/30/01,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2001-01-30
2003-01-29,USA,Military/Commercial,Navigation/Global Positioning,,720.71,"2,217",1/29/03,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2003-01-29
2003-03-31,USA,Military/Commercial,Navigation/Global Positioning,,720.65,"2,217",3/31/03,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2003-03-31
2005-09-26,USA,Military/Commercial,Navigation/Global Positioning,,717.95,"2,217",9/26/05,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2005-09-26
2006-09-25,USA,Military/Commercial,Navigation/Global Positioning,,717.93,"2,060",9/25/06,10 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2006-09-25
2006-11-17,USA,Military/Commercial,Navigation/Global Positioning,,722.19,"2,060",11/17/06,10 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2006-11-17
2007-10-17,USA,Military/Commercial,Navigation/Global Positioning,,717.93,"2,217",10/17/07,10 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2007-10-17
2007-12-20,USA,Military/Commercial,Navigation/Global Positioning,,719.92,"2,060",12/20/07,10 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2007-12-20
2008-03-15,USA,Military/Commercial,Navigation/Global Positioning,,716.4,"2,217",3/15/08,10 yrs.,Cape Canaveral,Lockheed Martin,10.0,10.0,2008-03-15
2009-08-17,USA,Military/Commercial,Navigation/Global Positioning,,718.07,"2,059",8/17/09,10 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2009-08-17
2015-09-19,China,Civil,Technology Development,,95.22,20,9/19/15,,Taiyuan Launch Center,Tsinghua University,,,2015-09-19
2013-02-25,Canada,Government,Space Observation,,100.4,74,2/25/13,,Satish Dhawan Space Center,Microsat Systems Canada Inc.,,,2013-02-25
2011-12-17,Nigeria,Commercial,Communications,,1436.1,"5,150",12/17/11,15 yrs.,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2011-12-17
2011-08-17,Nigeria,Government,Earth Observation,Optical Imaging,98.7,300,8/17/11,7 yrs.,Dombarovsky Air Base,Surrey Satellite Technology Ltd. (SSTL),7.0,7.0,2011-08-17
