FMID,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
22004766,California,,,-118.908,35.259,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002835,Connecticut,,,-72.5434,41.3023,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001333,Illinois,61727,"May - October Saturday 8:00 AM to 12:00 PM, (Also open both days of the Annual Apple and Pork Festival, Sept. 29-30, 2012 from 8 am to 5 pm at the regular Market location. Holiday Markets may also occur, please contact the Market for details on these extended season markets.)",-88.96068,40.15257,Other,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N
22003963,New York,,,-78.82,42.872,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004104,Kentucky,,,-85.1347,36.6909,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001422,Ohio,45177,"March - May November - December Saturday 9:00 AM to 12:00 PM, (Winter Market meets every other Saturday.)",-83.833734,39.447307,Other,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N
1001422,Ohio,45177,"March - May Saturday 9:00 AM to 12:00 PM, (Spring Market meets every other Saturday. ) June - October Wednesday 4:00 PM to 7:00 PM, Saturday 8:30 AM to 12:00 PM, (Summer Season runs from first week of June to first weekend of October.) November - December",-83.82991,39.44577,Private business parking lot,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N
1004646,New York,13323,June - October Thursday 10:00 AM to 4:00 PM,-75.3787564,43.0491584,Other,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N
22001539,Missouri,,,-93.7804,38.3657,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003588,Connecticut,,,-72.5238,41.2781,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003875,Ohio,43214,April Saturday 9:00 AM to 12:00 PM October Saturday 9:00 AM to 12:00 PM,-83.01671,40.03417,Other,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
22002110,Virginia,24228,,-82.4584,37.1505,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002071,Michigan,48420,,-83.7343,43.1779,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003870,Alabama,36017,,-85.6105,31.7088,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003512,Pennsylvania,19119,"June - November Wednesday 2:00 PM to 6:00 PM, (Market opens June 27th)",-75.1758,40.05224,Other,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
22000347,Arkansas,34567,,-92.2361,34.7511,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000851,California,95425,June - August Friday 5:30 PM to 9:30 PM,-123.017263,38.805805,Closed-off public street,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y
1002796,New Mexico,,"June - October Tuesday 5:00 PM to sellout, Saturday 8:00 AM to sellout, (till sellout)",-103.2041093,34.4018175,Private business parking lot,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001232,California,93613,,-119.702,36.8239,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001405,New York,,,-78.8238,42.9352,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000598,Kansas,66938,,-97.398,39.5912,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001468,Maryland,21244,June - November Thursday 10:30 AM to 1:30 PM,-76.764414,39.316055,Federal/State government building grounds,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N
21004789,Delaware,19711,"January - December Sunday 10:00 am to 2:00 pm, (Rain or shine)",-75.5006,38.9951,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
22004769,California,,,-116.177,33.6781,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002711,California,95333,,-120.251,37.2294,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002400,Rhode Island,2874,,-71.4239,41.51199,Other,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
1002400,Rhode Island,2852,,-71.485882,41.572135,Other,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
1000718,California,94019,May - December Saturday 9:00 AM to 1:00 PM,-122.4331,37.46438,Private business parking lot,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
1000719,California,94044,"May - December Wednesday 2:30 PM to 6:30 PM, (CLOSES @ 6:00 in November & December)",-122.4945196,37.6099634,Closed-off public street,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N
22004770,Wisconsin,,,-90.3328,42.9674,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21003682,North Carolina,27101,January - December Tuesday 10:00 am to 1:00 pm,-80.2413,36.0981,Private business parking lot,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N
22004771,Florida,32935,,-80.6104,28.3177,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004772,Florida,33177,,-80.2468,25.728,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003161,Florida,34135,,-81.809049,26.404305,Private business parking lot,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N
1004549,Massachusetts,2124,"June - October Thursday 1:00 PM to 6:00 PM, (Rain or Shine)",-71.071222,42.290342,Other,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
22001673,Tennessee,37355,,-86.0862,35.5027,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000132,Kansas,67337,,-95.6159,37.036,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003001,Florida,33033,January - December Sunday 9:00 AM to 2:00 PM,-80.4834,25.4635,,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N
1003001,Florida,33034,January - December Saturday 9:00 AM to 2:00 PM,-80.482299,25.44985,,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N
22000679,Massachusetts,2025,,-70.8234,42.2326,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001007,New York,12047,"June - October Friday 4:00 PM to 7:00 PM, (The Market is held every Friday, rain or shine.)",-73.70068,42.77162,Other,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N
22002624,Alabama,35660,,-87.6946,34.7597,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004774,Connecticut,,,-72.3241,41.568,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003627,Minnesota,56320,,-93.4539,44.995,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000250,New York,10516,,-73.9497,41.4195,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001981,New Hampshire,3576,July August September October,-71.5029,44.8919,,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N
22003525,Iowa,52035,,-91.4634,42.4826,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003116,California,95713,,-120.957,39.0884,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001557,Ohio,45224,May - October Thursday 3:00 PM to 6:30 PM,-84.54511,39.19568,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N
21004355,California,94402,January - December Saturday 9:00 am to 1:00 pm,-122.335,37.5339,Private business parking lot,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
1001405,Maryland,20140,April - November Sunday 9:00 AM to 2:00 PM,-76.93738,38.98095,Local government building grounds,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
1001408,Maryland,20740,May - November Saturday 7:00 AM to 12:00 PM,-76.92268,38.97583,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
1001297,Pennsylvania,19426,"May - November Saturday 9:00 AM to 1:00 PM, (We operate rain or shine.)",-75.45488,40.1894,Private business parking lot,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
1001886,South Carolina,29488,"May - October Tuesday 2:00 PM to 6:00 PM, Saturday 10:00 AM to 2:00 PM, (The Museum is also open during Market hours.)",-80.66095,32.903596,,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N
21000870,Tennessee,38017,January - December Thursday 8:00 am to 1:00 pm,-89.677,35.0461,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
22000003,New Jersey,8108,,-75.069,39.9153,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001482,Iowa,50055,,-93.3063,41.9028,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001136,Florida,33139,,-80.1283,25.7975,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001858,Oklahoma,74021,,-95.8403,36.3608,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003310,Connecticut,6019,June - October Sunday 10:00 AM to 1:00 PM,-72.9219,41.8106,,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N
1000948,Iowa,50056,May - September Thursday 5:00 PM to 7:00 PM,-93.31066,42.02277,Local government building grounds,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N
22003426,Illinois,61108,,-89.0291,42.2526,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003316,Colorado,80919,June - October Saturday 9:00 AM to 1:00 PM,-104.814688,38.937716,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
1003316,Colorado,80903,June - October Wednesday 3:00 PM to 7:00 PM,-104.8262622,38.8455005,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
21001342,Rhode Island,2809,January - December Friday 2:00 pm to 6:00 pm,-71.279,41.688,Local government building grounds,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N
1002453,Washington,98118,May - October Wednesday 3:00 PM to 7:00 PM,-122.2861515,47.5586613,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y
22002062,Indiana,46725,,-85.8363,41.585,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003224,Arkansas,71753,,-93.2273,33.2598,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002764,Montana,59912,"June Thursday 5:00 PM to 7:30 PM, (Mid-June through Mid-Sept) September Thursday 5:00 PM to 7:30 PM, (Mid-June through Mid-Sept)",-114.1811417,48.3738131,Closed-off public street,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y
1003276,Missouri,65202,"May - October Friday 3:00 PM to 6:00 PM, (Live music! We plan to have a party some Friday evening once season is in full swing!)",-92.3354875,38.9938742,Other,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N
1003276,Missouri,65201,,-92.36262,38.95684,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
1003276,Missouri,65203,"April - October Thursday 3:00 PM to 6:00 PM, (This is a great Market to shop! There is plenty of parking & a covered shelter!)",-92.352562,38.909687,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N
22003322,Tennessee,38402,,-87.0335,35.6149,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002019,Tennessee,38401,,-87.0207,35.6264,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004707,District of Columbia,20010,May - December Saturday 9:00 AM to 1:00 PM,-77.031991,38.929936,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
1003716,New York,10027,"January - December Thursday 8:00 AM to 6:00 PM, Sunday 8:00 AM to 6:00 PM",-73.96436,40.807345,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y
1001545,Washington,98631,May - September Friday 3:00 PM to 6:00 PM,-124.053969,46.350134,Local government building grounds,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N
22003869,Alabama,35051,,-86.62,33.1795,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002894,Indiana,47201,"June - September Saturday 9:00 AM to 12:30 PM, (Rain or Shine)",-85.899932,39.223959,Private business parking lot,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N
1003104,North Carolina,28472,"May - December Tuesday 7:00 AM to 12:00 PM, Thursday 7:00 AM to 12:00 PM, Saturday 7:00 AM to 12:00 PM, (based on availability of locally grown produce)",-78.7061,34.35477,Local government building grounds,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N
21002441,Wisconsin,53925,January - December,-89.0147,43.3389,Private business parking lot,N,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N
1004073,Indiana,47201,June - September Sunday 9:00 AM to 12:30 PM,-85.924544,39.203327,Private business parking lot,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
22001592,Nebraska,68601,,-97.3586,41.4328,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21004545,New Jersey,8022,"January - December Thursday 6:00 am to 8:00 pm, Friday - Sunday 6:00 pm to 8:00 pm",-74.7251,40.0554,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
21004344,North Carolina,,January - December Thursday 4:00 pm to 6:30 pm,-82.2396,35.2089,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
21004344,North Carolina,28722,January - December Saturday 8:00 am to 11:30 am,-82.1987,35.2512,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
21004344,North Carolina,,January - December,-82.3542,35.237,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
1001521,Montana,59019,"July - September Thursday 4:00 PM to 6:30 PM, (July 19th-Sept 13th)",-109.253347,45.636712,,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N
1001602,Iowa,52738,May - October Friday 4:30 PM to 6:30 PM,-91.3613,41.2816,Other,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y
22002098,Ohio,43215,,-82.982,39.9596,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002224,Georgia,31901,,-84.9806,32.4703,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002648,North Carolina,28722,April - November Saturday 8:00 AM to 12:00 PM,-82.19851,35.25146,Closed-off public street,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N
1004659,Ohio,43214,"January - March Saturday 10:00 AM to 1:00 PM, (Market held the 1st and 3rd Saturday of the month from November thru March) November - December Saturday 10:00 AM to 1:00 PM, (Market held the 1st and 3rd Saturday of the month from November thru March)",-82.999711,40.052463,Other,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N
22004776,California,,,-121.997,39.187,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002548,Washington,99114,,-117.88,48.5564,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002578,Texas,78013,April - August Saturday 8:00 AM to 12:00 PM,-98.91297,29.96761,Local government building grounds,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
1004131,Georgia,30350,April - September Wednesday 9:00 AM to 1:00 PM,-84.362538,33.964608,Local government building grounds,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N
1001714,Washington,98532,June - October Tuesday 11:00 AM to 4:00 PM,-122.970185,46.664974,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
22002878,Minnesota,,,-96.5773,46.8716,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001714,Washington,98531,July - September Saturday 10:00 AM to 3:00 PM,-122.953727,46.719755,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
22000703,South Carolina,29169,,-81.0727,33.9971,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003486,Florida,33435,January - December Saturday 9:00 AM to 2:00 PM,-80.057952,26.528433,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N
1003483,Florida,33322,January - December Saturday 8:00 AM to 2:00 PM,-80.3059125,26.1458909,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N
1003477,Florida,33321,January - December Sunday 9:00 AM to 2:00 PM,-80.252796,26.228856,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
1000557,Virginia,22030,"May - October Saturday 8:00 AM to 1:00 PM, (No market on October 6 due to City of Fairfax festival)",-77.30862,38.84571,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y
1003064,Arizona,85713,January - December Tuesday 8:00 AM to 12:00 PM,-110.9253,32.18858,Other,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
22002721,Nebraska,68959,,-98.953,40.4998,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000354,Washington,99207,,-117.374,47.6938,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001894,Massachusetts,2130,January - December Wednesday 4:00 pm to 7:00 pm,-71.1027,42.3181,Private business parking lot,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N
21002983,Massachusetts,1109,January - December Saturday 10:00 am to 2:00 pm,-72.5634,42.1109,Healthcare Institution,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
22003632,Arizona,85924,,-109.603,34.4751,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001649,Texas,76903,,-100.432,31.4555,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001978,New Hampshire,3301,June July August September October,-71.6802,43.2975,,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N
1004873,California,94520,"January - March Tuesday 10:00 AM to 2:00 PM April - September Tuesday 10:00 AM to 2:00 PM, Thursday 4:00 PM to 8:00 PM, (April through September 55 vendors on Thursday) October - December Tuesday 10:00 AM to 2:00 PM",-122.0347165,37.977489,Local government building grounds,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
22000484,Michigan,49237,,-84.4234,42.2485,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001500,Kansas,66901,,-97.661,39.5665,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000601,Kansas,66935,,-97.6304,39.8236,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000733,Oregon,,"July - October Saturday 10:00 AM to 2:00 PM, (Monthly Market, First Saturday of the Month)",-120.1850344,45.2342966,Closed-off public street,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N
1002695,Alabama,36401,"May - September Tuesday 3:00 PM to 6:00 PM, (Tuesday from 3:00 to 6:00 is the official day and times. However, if any of the farmers have produce on other days of the week, they will take those items to the market site. )",-86.956701,31.433057,Other,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N
1001888,New York,11224,June - November Sunday 7:00 AM to 3:00 PM,-73.98365,40.581106,Other,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
21006531,New York,11220,January - December,-74.002,40.6355,Healthcare Institution,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
21005301,Colorado,80433,January - December Friday 11:00 pm to 2:00 pm,-105.25,39.5864,Private business parking lot,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N
21002853,Ohio,44830,"January - March Wednesday - Friday 10:00 am to 3:00 pm April Wednesday - Friday 10:00 am to 3:00 pm May - December Monday - Friday 10:00 am to 5:00 pm, Saturday 10:00 am to 3:00 pm, Sunday 12:00 pm to 4:00 pm",-83.4651,41.1328,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N
21002853,Ohio,44830,September October,-83.4888,41.157,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
22001719,Ohio,44048,,-80.5602,41.9455,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002311,Indiana,47331,,-85.142,39.6439,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002751,North Carolina,28613,"April - October Saturday 7:30 AM to 12:00 PM November Saturday 10:00 AM to 2:00 PM, (Holiday Craft Fair which includes farmers market vendors)",-81.217697,35.706395,Local government building grounds,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y
22000813,Pennsylvania,,,-75.308,40.0741,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000326,New Hampshire,3229,June July August September October,-71.714,43.222,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N
22003403,Illinois,60622,,-87.6926,41.903,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003225,Arkansas,72110,,-92.7431,35.1588,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001774,South Carolina,29526,May - October Saturday 8:00 AM to 1:00 PM,-79.04686,33.83426,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N
