FMID,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
22003804,Colorado,,,-105.259,40.0175,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003081,Arizona,85365,,-114.594,32.6854,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001099,Missouri,63130,,-90.3328,38.6589,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003815,Alabama,36606,,-88.1551,30.7043,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003822,Wisconsin,54628,,-91.097,43.363,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001778,Minnesota,56377,"May - October Monday 3:00 PM to 6:30 PM, (Closing time 6:00 PM after Labor Day)",-94.229919,45.617122,Other,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N
22004280,Georgia,,,-82.9058,32.5381,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000735,North Carolina,28753,,-82.6815,35.7965,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001908,New Hampshire,3257,January - December Wednesday 3:00 pm to 6:00 pm,-71.9808,43.4126,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
22005029,Wisconsin,53072,,-88.2701,43.0877,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003848,Colorado,81435,"June - September Wednesday 12:30 PM to 6:00 PM, (The Market on the Plaza is held every Wednesday from June 20 through August 22. Please note that there will be bonus markets on Tuesday, July 3 to correspond with the Red, White & Blues Celebration and Thursday, September 13 to correspond with the Sunset Blues Concert. Hours of operation are 12:30 p.m. to 6 p.m.)",-107.8564531,37.9313827,Other,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y
22000520,Georgia,30295,,-84.3424,33.1023,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003814,Alabama,36633,,-88.1933,30.6494,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004117,Kentucky,,,-84.9016,38.7834,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000700,District of Columbia,20019,June July August September October,-77.0163,38.9048,,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N
1001862,Oklahoma,73401,"March - December Wednesday 7:30 AM to 12:00 PM, Saturday 7:30 AM to 12:00 PM",-97.12678,34.173642,,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N
1003039,North Carolina,27320,"April - October Tuesday 6:00 AM to 12:00 PM, Thursday 6:00 AM to 12:00 PM, Saturday 6:00 AM to 12:00 PM",-79.66425,36.3588,,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N
1004474,Georgia,30180,"June - October Wednesday 5:00 PM to 8:00 PM, (The Market times will be from 5pm to 8pm June and July. Aug threw September the time will be from 4 pm to 7pm)",-84.91698,33.7311509,,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N
22005030,Louisiana,70116,,-90.0695,29.9601,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004279,Florida,,,-82.0303,29.035,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004222,Indiana,46056,"June - September Saturday 9:00 AM to 12:00 PM, (We also have Plant Sales on the 1st and 3rd Saturdays in May.....9 am till 2 pm at this same location.)",-85.619524,39.978616,Other,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N
1001444,Louisiana,71351,June Saturday 8:00 AM to 11:00 AM,-92.06615,31.12706,Closed-off public street,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N
1000649,South Carolina,29512,"April - September Tuesday 1:00 PM to 7:00 PM, Thursday 1:00 PM to 7:00 PM, Saturday 7:00 AM to 1:00 PM October - December Saturday 7:00 AM to 1:00 PM",-79.6812,34.61099,Local government building grounds,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
22002919,Connecticut,,,-72.4642,41.6328,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001456,Iowa,51552,,-95.1114,41.4483,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001694,Pennsylvania,16046,,-80.0516,40.7022,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003421,Illinois,61341,,-88.6698,41.3312,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003626,Michigan,49068,May - October Saturday 8:00 AM to 12:00 PM,-84.95654,42.27204,Local government building grounds,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N
22003880,West Virginia,26041,,-80.7395,39.9134,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002017,Tennessee,37091,,-86.7796,35.4632,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003542,Missouri,65340,May - September Saturday 7:30 AM to 12:00 PM,-93.196678,39.120805,,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N
1004220,West Virginia,26041,"May - October Saturday 8:00 AM to 11:00 AM, (Winter Market - every firstandthird Saturday of the month -Nov. thru April opening at 9:00 am)",-80.7257,39.9156,,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
1001474,Wisconsin,54401,"June - October Thursday 10:00 AM to 4:00 PM, (Market begins June 21 and runs through October 4)",-89.66767,44.96333,Healthcare Institution,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
1004237,Massachusetts,2050,"January - May Saturday 10:00 AM to 1:00 PM, (Last Saturday of each month, indoors, open rain or shine) June - October Friday 2:00 PM to 6:00 PM, (Indoor/outdoor market open rain or shine) November - December Saturday 10:00 AM to 1:00 PM, (2 Saturdays per month, indoors, open rain or shine)",-70.717535,42.098191,Other,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
1004237,Massachusetts,2050,"August Friday 2:00 PM to 6:00 PM, (ONLY on August 17th and August 24th)",-70.709982,42.09093,Local government building grounds,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N
1003457,Missouri,65706,May - October Friday 3:00 PM to 7:00 PM,-92.928122,37.341132,Private business parking lot,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N
21003277,Idaho,83639,January - December Sunday 11:00 am to 3:00 pm,-116.801,43.5473,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
22001919,Tennessee,38237,,-88.8505,36.3454,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003279,North Carolina,27892,,-77.0913,35.8396,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004901,California,94553,April - October Thursday 10:00 AM to 2:00 PM,-122.1343371,38.0184449,Closed-off public street,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N
1004901,California,94553,January - December Sunday 10:00 AM to 2:00 PM,-122.1364638,38.0173644,Closed-off public street,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N
22005031,California,,,-122.135,38.0192,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21003073,Virginia,24112,January - December,-79.8751,36.6923,Local government building grounds,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
22004424,Arkansas,,,-90.9791,34.5005,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000851,Florida,33130,,-80.1935,25.7652,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003758,Washington,98270,,-122.161,48.0808,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001595,California,95992,,-121.592,39.1459,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001767,Kansas,66508,January - December Saturday 8:00 am to 11:00 am,-96.6492,39.8416,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
1002119,California,95901,June - August Friday 5:00 PM to 8:00 PM,-121.588783,39.138599,Closed-off public street,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
22003328,Tennessee,37803,,-83.9696,35.7567,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001062,Massachusetts,,,-70.4814,41.648,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002847,Michigan,48854,July - October Saturday 9:00 AM to 1:00 PM,-84.442549,42.580183,Closed-off public street,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
21001885,West Virginia,25550,January - December Wednesday 8:00 am to 12:10 pm,-82.1316,38.8346,Private business parking lot,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N
21001885,West Virginia,25550,January - December Thursday 8:00 am to 12:10 pm,-81.9503,38.6996,In a roadside stand,N,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N
22003695,Pennsylvania,17349,,-76.669,39.7313,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001474,Iowa,50401,,-93.2014,43.1529,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005032,New York,11957,,-73.4358,40.6814,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000125,Massachusetts,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003480,New York,13662,,-74.8933,44.9311,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002801,Ohio,44646,,-81.5207,40.7916,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003045,Virginia,23076,"April - October Saturday 9:00 AM to 1:00 PM, (Not open during Mathews Market Days - Sept 8)",-76.322536,37.429069,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N
1004815,Massachusetts,2126,"July - October Saturday 10:00 AM to 1:00 PM, (Rain or Shine)",-71.0939548,42.2676302,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N
22003277,North Carolina,28105,,-80.7306,34.982,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001284,Indiana,46619,"January - December Monday - Friday 8:30 AM to 6:00 PM, Saturday 8:30 AM to 5:00 PM, (Open 12:00-4:00 Sundays in May and October )",-86.35873,41.65516,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N
1001457,Illinois,61938,June - October Friday 12:00 PM to 5:00 PM,-88.358964,39.4826393,Local government building grounds,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
22002265,Hawaii,,,-156.466,20.8918,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002266,Hawaii,,,-156.466,20.8876,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001070,Oregon,97037,January - December Sunday 9:00 am to 1:00 pm,-121.082,45.175,Local government building grounds,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N
1001094,Arizona,85006,"January - May Saturday 8:00 AM to 12:00 PM, Sunday 10:00 AM to 1:00 PM, (this is currently under developement and is subject to change!) November - December Saturday 8:00 AM to 12:00 PM, Sunday 10:00 AM to 1:00 PM, (this is currently under developement and is subject to change!)",-112.014112,33.387593,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1000721,Oklahoma,74361,April - September Saturday 8:00 AM to 11:00 AM,-95.315881,36.309281,Local government building grounds,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y
1004924,California,95116,June - September Sunday 10:00 AM to 2:00 PM,-121.8442756,37.350811,Closed-off public street,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
22001137,Florida,33133,,-80.2406,25.7283,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004858,Massachusetts,1754,"June - October Saturday 9:00 AM to 1:00 PM, (Open last Saturday in June to first Saturday in October)",-71.459069,42.430394,Private business parking lot,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N
22002831,Ohio,,,-82.7075,41.4436,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001143,Florida,32066,,-83.2292,29.962,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21005074,Wisconsin,53050,January - December,-88.5638,43.5289,Private business parking lot,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N
22000493,Wisconsin,,,-89.7946,43.175,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002529,New York,,,-73.888,40.8364,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001851,Oklahoma,74501,,-123.83,46.1896,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21002012,Idaho,83638,January - December,-116.095,44.9121,Private business parking lot,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
21003663,Arizona,85284,January - March Saturday 8:30 am to 1:30 pm April Saturday 8:30 am to 1:30 pm May Saturday 8:00 am to 12:30 pm June - September Saturday 7:00 am to 11:00 am October - December Saturday 8:30 am to 1:30 pm,-111.908,33.3355,Private business parking lot,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
1003008,Mississippi,39648,May - November Thursday 8:00 AM to 1:00 PM,-90.4513721,31.2438101,Local government building grounds,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N
22004498,Ohio,,,-83.7844,41.1072,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001955,Nebraska,69001,,-100.626,40.1986,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000820,Indiana,46055,June - August Wednesday 4:00 PM to 7:30 PM,-85.923165,39.893716,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N
22000239,Wisconsin,53558,,-89.2934,43.0129,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001688,New York,11222,June - December Sunday 11:00 AM to 4:00 PM,-73.944498,40.7256159,Closed-off public street,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N
22003458,Illinois,60050,,-88.2643,42.3466,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002631,California,95518,,-124.103,40.9432,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000175,Virginia,22101,,-77.1911,38.9285,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003307,Tennessee,37303,,-84.6116,35.4465,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001540,Oregon,97128,June - October Thursday 1:00 PM to 6:00 PM,-123.197,45.2136,Closed-off public street,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
22004545,Oregon,97129,,-123.19,45.2119,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001498,Kansas,67460,,-97.6736,38.3736,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001101,Washington,98125,January - December Sunday 11:00 am to 3:00 pm,-122.298,47.7012,Educational institution,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N
22002034,Pennsylvania,16335,,-80.1534,41.6387,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003310,Pennsylvania,17055,,-76.9839,40.1774,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003505,Iowa,52306,,-91.2527,41.9061,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004031,Massachusetts,2052,May - October Thursday 1:00 PM to 7:00 PM,-71.3061852,42.187269,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1002985,Wisconsin,54451,May Saturday 8:00 AM to 1:00 PM October Saturday 8:00 AM to 1:00 PM,-90.33334,45.14184,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N
1002985,Wisconsin,54451,May Tuesday 2:00 PM to 6:00 PM September Tuesday 2:00 PM to 6:00 PM,-90.346477,45.137689,Local government building grounds,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N
1003251,Massachusetts,2155,June - October Thursday 3:00 PM to 7:00 PM,-71.105908,42.417207,Local government building grounds,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y
22004546,Oregon,97520,,-122.837,42.3171,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001161,Pennsylvania,19063,May - November Wednesday 3:00 PM to 7:00 PM,-75.3872423,39.9175136,Private business parking lot,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001159,Kansas,67104,"May - October Tuesday 10:00 AM to 3:00 PM, Wednesday 10:00 AM to 6:30 PM, Thursday - Friday 10:00 AM to 3:00 PM, Saturday 9:00 AM to 11:00 AM, (Produce Day's Wednesdays 4:30 pm - 6:30 pm and Saturdays 9 am to 11 am )",-98.579636,37.279551,Private business parking lot,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N
22002802,Ohio,44256,,-81.8636,41.1376,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000828,Massachusetts,2053,,-71.4292,42.1474,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21000747,Arkansas,71653,"January - December Tuesday 8:00 am to 11:30 am, Friday - Saturday 8:00 am to 11:30 am",-91.2872,33.332,Local government building grounds,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001190,Arkansas,72556,,-91.9085,36.0595,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003392,South Dakota,57579,"June - October Wednesday 9:00 AM to 3:00 PM, (We may close earllier on days when we sell out of produce)",-100.749,43.5686,Private business parking lot,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N
22004059,Massachusetts,2176,,-71.0648,42.4566,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002370,California,91356,,-118.373,34.0835,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003333,Michigan,48122,June - September Wednesday 12:00 PM to 7:00 PM,-83.175613,42.282262,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N
22005034,Colorado,,,-104.795,38.833,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000850,Florida,33021,,-80.1814,26.0197,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000635,Tennessee,38103,April - October Saturday 7:00 AM to 1:00 PM,-90.060489,35.132404,Private business parking lot,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
1000937,Wisconsin,54952,June - October Thursday 2:00 PM to 6:00 PM,-88.450606,44.200067,Local government building grounds,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N
21006442,New Jersey,7926,January - December,-74.5717,40.794,Educational institution,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N
1000927,California,95460,May - October Friday 12:00 PM to 2:00 PM,-123.7974,39.30546,Closed-off public street,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y
22005035,New York,14506,,-77.5024,42.9908,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004536,New York,14506,"June - October Tuesday 4:00 PM to 7:00 PM, (Every Tuesday, rain or shine, June through October.)",-77.50383,42.995227,Other,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
22003449,Illinois,61342,,-89.1156,41.5489,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002319,California,92584,,-117.195,33.6414,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001783,California,92584,,-117.167,33.6745,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001157,California,94025,"January - December Sunday 9:00 AM to 1:00 PM, (Open on all holidays that fall on Sundays, except Christmas)",-122.1841,37.45066,Other,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N
1002503,Michigan,49858,"June - October Thursday 3:00 PM to 7:00 PM, Saturday 9:00 AM to 1:00 PM, (come see us on the Beautiful Menominee Historic Downtown Waterfront)",-87.603715,45.106046,Other,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N
1002503,Michigan,49858,"January - May Saturday 10:00 AM to 2:00 PM, (Come in out of the cold and let us warm your heart and soul with the freshes vegetables, that were ever sold) October - December Saturday 10:00 AM to 2:00 PM, (Come in out of the cold and let us warm your heart and soul with the freshes vegetables, that were ever sold)",-87.614851,45.107015,Other,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N
1004060,Wisconsin,53051,"July - October Sunday 9:00 AM to 2:00 PM, (Market will be closed on Sept. 23, 2012 for the Cheery Cherry Fair)",-88.117733,43.17855,Educational institution,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N
1004062,Wisconsin,53051,"May - November Wednesday 8:00 AM to 3:00 PM, (Will be open July 4th)",-88.117712,43.178409,Other,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N
1003920,Wisconsin,54751,"May - October Wednesday 11:00 AM to 6:00 PM, Saturday 8:00 AM to 2:00 PM, (We operate rain or shine. We only close under extreme circumstances when it's not safe for vendors to set-up. All announcements will be posted on our Facebook page.)",-91.908746,44.876826,Other,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N
22005036,Alabama,35984,,-85.589,34.5791,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003656,Minnesota,56736,April - December Saturday 8:00 AM to 12:00 PM,-96.141872,47.700953,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N
22002484,Ohio,44060,,-81.361,41.6605,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
